396.98,275.26,55.84,16.61
396.89,275.25,55.59,16.66
396.8,274.75,55.93,17.47
388.81,267.1,71.3,36.01
389.66,269.61,64.79,30.86
393.81,272.8,55.25,19.66
394.03,272.41,55.06,19.53
394.08,272.37,55.11,19.43
394.26,272.23,55.17,19.53
394.28,272.11,55.25,19.74
394.27,272.11,55.16,19.73
394.23,272.11,55.15,19.73
394.24,272.11,55.19,19.76
394.22,272.14,55.01,19.75
394.22,272.1,55.13,19.6
496.62,300.03,55.51,94.7
394.22,272.07,55.07,19.71
394.22,272.07,55.13,19.76
394.2,272.09,55.05,19.65
115.64,290.42,19.67,57.06
115.23,290.65,19.35,56.1
122.35,290.28,24.25,57.05
125.94,289.96,25.57,55.86
126.05,289.3,23.43,55.46
129.8,289.48,29.22,55.91
131.77,289.21,26.28,56.46
135.1,287.67,33.94,62.21
193.88,295.63,27.93,87.21
99.89,282.5,196.07,91.85
199.85,293.99,27.26,86.27
200.3,293.77,26.87,85.08
201.54,293.7,30.46,86.24
204.6,294.17,33.57,88.25
65.71,301.06,129.04,48.92
79.4,300.92,157.14,48.82
142.08,287.24,18.61,60.39
106.36,275.51,25.26,32.92
106.32,275.62,25.86,33.0
106.51,274.1,25.4,29.08
68.53,300.43,135.77,50.48
68.53,299.87,135.65,51.77
95.76,298.05,94.42,48.95
72.08,299.74,144.15,51.03
72.02,299.85,144.03,49.96
72.64,298.24,143.23,47.55
125.68,265.57,118.09,62.72
394.1,271.95,54.74,18.25
394.16,271.96,54.83,18.26
213.76,286.9,43.44,85.12
394.11,271.95,54.74,18.3
394.04,271.93,54.63,18.38
393.92,271.92,54.37,18.43
393.37,271.85,53.36,18.28
393.36,271.81,53.37,18.76
393.46,272.06,53.53,19.03
244.71,280.2,104.42,86.53
122.82,274.93,127.88,81.55
123.26,275.51,126.16,83.0
247.79,277.72,97.11,82.53
268.83,263.73,52.71,26.49
249.59,276.61,94.89,83.83
250.51,276.42,94.1,83.11
269.34,263.49,51.61,26.39
269.33,263.59,51.75,26.75
393.67,273.29,53.57,18.92
253.46,272.87,86.32,79.2
254.25,272.85,84.69,78.72
270.36,263.25,49.62,27.8
255.41,273.79,81.55,78.84
255.65,273.32,80.94,79.39
257.44,272.84,77.45,80.08
258.13,272.83,76.05,80.03
258.04,272.76,75.69,79.81
411.67,285.79,92.19,85.91
272.99,262.94,43.68,26.42
273.5,263.11,45.24,26.75
273.57,263.14,45.12,26.82
273.74,263.28,44.82,27.19
273.79,263.25,44.82,27.41
274.13,263.37,44.19,27.57
274.87,263.45,42.8,27.62
275.34,263.47,41.91,27.56
275.66,263.42,41.26,27.3
275.93,263.29,40.79,27.14
275.85,263.2,40.86,26.98
276.08,263.13,40.39,26.87
276.27,263.01,39.93,26.65
276.4,263.05,39.67,26.66
276.48,262.93,39.44,26.54
276.59,262.83,39.27,26.39
276.6,262.72,39.25,26.33
276.66,262.66,39.15,26.41
276.74,262.65,39.05,26.54
276.88,262.74,38.79,26.73
276.92,262.75,38.69,26.57
276.99,262.77,38.6,26.68
277.04,262.77,38.53,26.64
277.04,262.8,38.4,26.64
277.03,262.82,38.4,26.62
